Label,Prediction,True Prediction,File Name
1,0.39,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20190629_230405_143_0120832_1.png
1,0.05,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20190629_230405_143_0120832_3.png
1,0.04,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20190722_214615_063_0133120_1.png
1,0.19,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20190724_002612_301_0374016_1.png
1,0.15,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20190802_225625_756_0261888_1.png
1,0.12,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20190803_012723_470_0484096_1.png
1,0.01,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20190807_230740_261_0292864_2.png
1,0.49,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20190808_020138_232_0549376_3.png
1,0.44,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20190808_023535_028_0599296_1.png
1,0.13,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20190810_002032_238_0406272_2.png
1,0.49,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20190813_232805_535_0339200_1.png
1,0.02,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20190813_232805_535_0339200_2.png
1,0.21,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20190813_233149_506_0344576_1.png
1,0.11,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20190816_011216_630_0498176_1.png
1,0.16,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20190821_232250_527_0361472_1.png
1,0.42,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20190822_023704_865_0651520_1.png
1,0.36,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20190825_005055_228_0498432_2.png
1,0.44,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20190825_214446_337_0224768_1.png
1,0.33,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20190831_024309_004_0683520_1.png
1,0.23,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20190901_193558_726_0057344_1.png
1,0.41,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20190904_012823_514_0584704_1.png
1,0.16,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20190906_033741_495_0488960_2.png
1,0.29,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20190915_015852_324_0671488_1.png
1,0,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20190915_205914_528_0227584_1.png
1,0.16,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20190915_214140_212_0290048_1.png
1,0.4,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20191012_001506_526_0598272_1.png
1,0.15,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20191012_211042_328_0330240_1.png
1,0.09,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20191014_203723_028_0283392_1.png
1,0.47,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20191023_023931_080_0844288_1.png
1,0.09,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20191027_231649_812_0549376_1.png
1,0.43,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20191031_040438_053_0997632_1.png
1,0.39,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20191108_182920_946_0163072_1.png
1,0.01,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20191116_035814_239_0817408_1.png
1,0.08,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20191117_035351_750_1018368_1.png
1,0.43,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20191123_215633_614_0495360_1.png
1,0.06,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20191204_024921_445_0940032_1.png
1,0.37,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20191204_202651_031_0371712_1.png
1,0.06,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20191221_050216_520_1142784_1.png
1,0.38,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20200106_050606_445_1127424_1.png
1,0.26,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20200117_190431_221_0208384_1.png
1,0.41,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20200118_010317_645_0743936_1.png
1,0.47,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20200201_230933_198_0531200_1.png
1,0.45,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20200221_214537_098_0360960_1.png
1,0.3,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20200306_193357_001_0133888_1.png
1,0.23,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20200313_192951_876_0113408_1.png
1,0.45,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20200324_200259_093_0136704_1.png
1,0.42,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20200411_003830_574_0505344_1.png
1,0.25,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20200421_010507_510_0520704_1.png
1,0.47,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20200506_020127_451_0564736_1.png
1,0.29,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20200518_223204_254_0222720_1.png
1,0.09,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20200520_231441_790_0280576_1.png
1,0.05,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20200527_235915_983_0334336_1.png
1,0.48,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20200601_235634_506_0319488_1.png
1,0.16,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20200624_014606_024_0460544_1.png
1,0.25,False,/mnt/local/fiachra/meteor_images/files/20220711_pngs/1/FF_BE0001_20200701_224103_278_0187648_1.png
