Label,Prediction,True Prediction,File Name
0,0.95,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0002_20210112_203544_958_0355584_1.png
0,0.92,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0002_20210112_230222_930_0574720_1.png
0,0.82,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0002_20210112_231532_002_0594432_1.png
0,0.88,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0002_20210112_234625_673_0640512_1.png
0,0.84,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0002_20210113_000413_768_0667136_1.png
0,0.86,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0002_20210113_005753_694_0747264_1.png
0,0.87,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0002_20210113_012404_648_0786432_1.png
0,0.53,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0002_20210113_015706_473_0835840_1.png
0,0.95,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0002_20210113_021516_307_0862976_1.png
0,0.75,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0002_20210113_022431_348_0876800_1.png
0,0.96,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0002_20210113_023751_823_0896768_1.png
0,0.89,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0002_20210113_030006_032_0930048_1.png
0,0.74,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0002_20210113_030931_776_0944128_1.png
0,0.91,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0002_20210113_032201_500_0962816_1.png
0,0.86,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0002_20210113_033349_088_0980480_1.png
0,0.54,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0002_20210118_042143_995_1042176_1.png
0,0.89,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0002_20210118_044930_166_1083648_1.png
0,0.79,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0002_20210119_001207_758_0666368_1.png
0,0.91,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0002_20210119_001623_752_0672768_1.png
0,0.86,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0002_20210120_220045_295_0465408_1.png
0,0.8,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0002_20210120_221515_694_0487168_1.png
0,0.7,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0002_20210120_233457_319_0606208_1.png
0,0.75,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0002_20210120_233649_959_0609024_1.png
0,0.49,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0002_20210121_051957_897_1122304_1.png
0,0.98,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0002_20210121_052231_503_1126144_1.png
0,0.88,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0002_20210121_063627_096_1235200_3.png
0,0.75,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0003_20210120_232159_958_0592640_1.png
0,0.92,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0003_20210120_232717_925_0600576_1.png
0,0.92,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0003_20210120_234911_555_0633344_1.png
0,0.83,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0003_20210121_000515_806_0657408_1.png
0,0.91,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0003_20210121_002130_833_0681728_1.png
0,0.87,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0003_20210121_005024_532_0724992_1.png
0,0.81,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0003_20210121_005136_251_0726784_1.png
0,0.9,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0003_20210121_005318_818_0729344_1.png
0,0.9,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0003_20210121_005613_033_0733696_1.png
0,0.86,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0003_20210121_011349_687_0760064_2.png
0,0.88,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0003_20210121_011542_492_0762880_2.png
0,0.89,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0003_20210121_011816_425_0766720_1.png
0,0.85,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0004_20210119_000837_612_0662272_1.png
0,0.92,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0004_20210119_004025_660_0709888_1.png
0,0.72,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0004_20210119_004857_742_0722688_1.png
0,0.94,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0004_20210119_005050_389_0725504_1.png
0,0.88,False,/mnt/local/fiachra/meteor_images/files/20220121_pngs/0/FF_BE0004_20210120_220345_541_0470528_1.png
